X,Y,Yaw
360951.8674756916,4065816.034044224,0.0
360951.9879891438,4065815.7546619317,-1.1635537549136357
360951.9461365199,4065815.378046852,-1.6814706068713359
360951.9214228104,4065814.9567654505,-1.6293923581412046
360951.907082079,4065814.624090822,-1.613877034553144
360951.8836308323,4065814.280467374,-1.6389375989379331
360951.86910974886,4065813.936698751,-1.6130120937661243
360951.8454781482,4065813.58198131,-1.6373189417221847
360951.8307767116,4065813.227118695,-1.6122011799619134
360951.82536614314,4065812.894298892,-1.5870516452141608
360951.8376355517,4065812.5500947437,-1.5351656814344725
360951.85026566766,4065812.2280785814,-1.5315944269077304
360951.8519817464,4065811.7841736707,-1.5669304759459628
360951.8649725701,4065811.4843454957,-1.5274958473412676
360951.87579916895,4065811.051389402,-1.5457953089417595
360951.8782366613,4065810.651860463,-1.5646954868089369
360951.8899650259,4065810.274374336,-1.5397366612214634
360951.89312392817,4065809.919221371,-1.5619020775662387
360951.9055737043,4065809.5861112177,-1.5334393622705265
360951.9180234822,4065809.2530010655,-1.533439356756796
360951.9310143176,4065808.9531728933,-1.5274958079899077
360951.9425623383,4065808.5645927726,-1.541086565043325
360951.9471640638,4065808.1982006417,-1.5582374229189881
360951.94761769706,4065807.776628894,-1.5697202748927759
360951.94184643927,4065807.4216211056,-1.5870516024839674
360951.9444642981,4065807.033186162,-1.5640569249362135
360951.9558319757,4065806.6335120504,-1.542361626145229
360951.957548079,4065806.1896071425,-1.5669304204559849
360951.96837470715,4065805.756651051,-1.545795241225095
360951.9722550325,4065805.4458740624,-1.558311091807083
360951.95611079485,4065805.002259503,-1.6071727616158449
360951.96017147345,4065804.547405776,-1.5618691256356863
360951.94420758786,4065804.1147400374,-1.6076761762518148
360951.9437594785,4065803.6930231173,-1.5718589096774584
360951.918865418,4065803.2606477276,-1.6283079443276363
360951.9120120582,4065802.839075982,-1.5870515816663862
360951.91625309375,4065802.4061198942,-1.5610011072948171
360951.889014462,4065801.9738896796,-1.633731906654796
360951.873050575,4065801.5413691183,-1.6076885471277127
360951.85032073123,4065801.2421216485,-1.6466074334471879
360951.8363407102,4065800.9316350124,-1.615792096083796
360951.82236069016,4065800.621148376,-1.6157920926487284
360951.79070066573,4065800.322046084,-1.6762537957778483
360951.78565082187,4065800.0114142713,-1.5870515810032184
360951.7961167642,4065799.5562701975,-1.5478055885830369
360951.80694341334,4065799.1233141124,-1.5457951923454154
360951.8354500725,4065798.678973682,-1.5067291304080586
360951.89110797795,4065798.2563857143,-1.439842798968185
360951.9648066022,4065797.8446013904,-1.3936975158674045
360952.0497799788,4065797.43194602,-1.3677164286064771
360952.23740676104,4065797.0300942967,-1.133973057835802
360952.40022688056,4065796.60576424,-1.2044105529994675
360952.5118104801,4065796.3265271457,-1.1906334147042175
360952.6232137384,4065796.0361960586,-1.2044104921632044
360952.72586717166,4065795.622814831,-1.3273935243230317
360952.92440807377,4065795.3321934007,-0.9714620909439481
360953.0808229758,4065795.063324438,-1.0439029755429081
360953.2372378867,4065794.7944554794,-1.043902944020227
360953.5084827536,4065794.4460413205,-0.9092953734115746
360953.7100896577,4065794.2097284854,-0.8644846706204394
360953.9125983153,4065793.9382464327,-0.9299002591949754
360954.2390474736,4065793.7794463886,-0.4527461214611797
360954.6194384546,4065793.5513241244,-0.5402023492601088
360954.9830511677,4065793.3900561803,-0.4174485063647002
360954.66535181005,4065793.628256217,2.4982416032404497
360955.0389767877,4065793.5334070604,-0.24861010181952223
360955.4133231576,4065793.482933894,-0.13402188656842773
360955.7967800626,4065793.443409566,-0.10271099997679818
360956.1802369704,4065793.4038852537,-0.1027109583788985
360956.58155425085,4065793.3640706223,-0.09888627522427278
360956.97394134855,4065793.324401176,-0.10075539867210932
360957.38436916296,4065793.295535404,-0.07021531623480756
360957.80354682147,4065793.2554304907,-0.09538488012468327
360958.2225441402,4065793.204231604,-0.12159104782921977
360958.6597625164,4065793.1749303886,-0.06691728382198785
360959.0966202124,4065793.1234412105,-0.11732132479985814
360959.5338385937,4065793.0941400398,-0.06691718126118866
360959.837104202,4065793.067016388,-0.08920125876099978
360960.2830724326,4065793.0264760973,-0.09065482577740189
360960.5861577047,4065792.9882584787,-0.1254332664514312
360961.03230628045,4065792.958812221,-0.06590542584107666
360961.46952467354,4065792.929511149,-0.0669169546761666
360961.9158535912,4065792.9111589286,-0.041095002672337524
360962.32628143136,4065792.8822933957,-0.0702147315464936
360962.7729710251,4065792.886129207,0.008586985355436947
360963.2105500952,4065792.8790162113,-0.016253906558741232
360963.6304491316,4065792.8832875555,0.010171961813189856
360964.0412376456,4065792.8766100905,-0.016253806467732043
360964.4520261594,4065792.8699326436,-0.016253762279035223
360964.84495430376,4065792.8635455403,-0.016253711971331512
360965.24699296616,4065792.868107287,0.011346051100558521
360965.63099092373,4065792.8618653812,-0.016253618472226065
360966.0058783627,4065792.8446746585,-0.045823591057842665
360966.4079170228,4065792.8492364595,0.011346185504325179
360966.782984794,4065792.8431397644,-0.016253484508005275
360967.157872235,4065792.8259490924,-0.045823455700414864
360967.51525996794,4065792.8312367396,0.0147941884643582
360967.88175821444,4065792.8474732377,0.04427275853639668
360968.2300354291,4065792.8418120793,-0.0162533166285535
360968.5786733023,4065792.8583389213,0.047368575155782786
360968.91820066015,4065792.8639169415,0.016427301746515563
360969.24004797544,4065792.880879282,0.05265435174618475
360969.55296510446,4065792.8979867897,0.05461667723374101
360969.9553644078,4065792.9247367447,0.06637848418459773
360970.34865319513,4065792.9405378792,0.04015532927891555
360970.72426193825,4065792.967723336,0.0722510755793738
360971.09021918825,4065792.950677991,-0.04654378291635131
360971.48332764435,4065792.955385186,0.011973718277422054
360971.8048142963,4065792.9501596363,-0.01625289663165865
360972.1798820574,4065792.944063178,-0.016252854409043206
360972.5638800025,4065792.9378215824,-0.016252810367213665
360972.992528871,4065792.93085424,-0.016252764161053094
360973.3047246903,4065792.9035859136,-0.08712256153511401
360973.6442520347,4065792.909164123,0.016427859072325187
360973.97448854917,4065792.892699509,-0.049815787388935946
360974.2959752008,4065792.8874740535,-0.016252604137213165
360974.62639203644,4065792.8821034594,-0.016252565347612147
360974.94787868764,4065792.8768780287,-0.0162525274095837
360975.2513246484,4065792.860848918,-0.052774558804675846
360975.56406143575,4065792.8668626533,0.019227012534336074
360976.0103903535,4065792.84851117,-0.04109335388812511
360976.32312713953,4065792.8545249323,0.01922709894599912
360976.751595688,4065792.8364637867,-0.042127852245930304
360977.18917473964,4065792.829351506,-0.016252273100864967
360977.60889342264,4065792.822529544,-0.016252222500748544
360978.0287924212,4065792.8268015943,0.010173643775496942
360978.43940060236,4065792.8090308285,-0.043252140868915
360978.8501890991,4065792.8023540745,-0.01625207663344178
360979.2429369105,4065792.78487364,-0.04447868292473419
360979.66265559266,4065792.778051779,-0.016251981842959798
360980.07326377474,4065792.760281091,-0.04325195173415912
360980.51066251274,4065792.7420749883,-0.04159957024812275
360980.94806125027,4065792.723868907,-0.04159952140476477
360981.38545998867,4065792.705662849,-0.04159946818313181
360981.83178891346,4065792.6873116703,-0.04109267206448993
360982.286867713,4065792.657721379,-0.06493094225433485
360982.732836018,4065792.6171822613,-0.09065220204949039
360983.0364623005,4065792.61224742,-0.01625158006697822
360983.4826109198,4065792.5828023343,-0.06590280373884068
360983.8040975725,4065792.577577237,-0.016251490508004375
360984.1166540396,4065792.5724972924,-0.016251455094277948
360984.4292105078,4065792.5674173594,-0.016251417800447667
360984.7596273443,4065792.5620471565,-0.01625138179302153
360985.0987940583,4065792.545437834,-0.04893187750978253
360985.4202807107,4065792.540212798,-0.016251300827207896
360985.7506975485,4065792.5348426336,-0.016251264787823804
360986.0546844441,4065792.552095885,0.056695736711677935
360986.37653170765,4065792.5690588676,0.05265634986105472
360986.68944878527,4065792.5861670035,0.0546186876916178
360986.9932553702,4065792.592326294,0.02027094642929627
360987.42244514957,4065792.6186416536,0.06123737817281831
360987.8423441313,4065792.622914187,0.010174795189369836
360988.23581316706,4065792.649810136,0.06824977962367702
360988.61070061557,4065792.632620406,-0.04582094721471529
360988.9682686054,4065792.649002941,0.04578454083586874
360989.3076156189,4065792.6434877776,-0.016250851106847264
360989.68286367296,4065792.648486081,0.0133192107412605
360990.12080331764,4065792.663562447,0.03441208029615012
360990.43354007707,4065792.669576726,0.01922875274674417
360990.7462768343,4065792.6755910167,0.019228790093648435
360991.0500834066,4065792.6817504507,0.020271419162790905
360991.49677292956,4065792.6855877624,0.008590345312813013
360991.80075980024,4065792.702841217,0.05669640861567049
360992.23851913493,4065792.706823699,0.009097172429520833
360992.5512558877,4065792.7128380546,0.019228997258401277
360992.8639926383,4065792.7188524227,0.01922903758218284
360993.1945897582,4065792.724576538,0.0173127442535203
360993.52500657877,4065792.7192066736,-0.016250358276080276
360993.85560369695,4065792.724930816,0.017312826013091573
360994.1949507018,4065792.719415846,-0.01625028219807654
360994.5255478171,4065792.7251400133,0.017312902201120424
360994.83810426865,4065792.720060461,-0.016250200292859472
360995.1774512712,4065792.714545531,-0.016250164326361397
360995.52590875444,4065792.7199794776,0.01559302419688413
360995.8650754636,4065792.703370582,-0.04893062358581626
360996.2135329442,4065792.708804556,0.015593104475606431
360996.552879947,4065792.703289681,-0.01625000243512401
360996.8832967646,4065792.6979199466,-0.01624996532992916
360997.231573952,4065792.6922599706,-0.016249924046065033
360997.57092095295,4065792.686745135,-0.016249885915762617
360997.9013377713,4065792.68137544,-0.0162498455297367
360998.2403241914,4065792.653672647,-0.08154122344343127
360998.5619911157,4065792.6595420977,0.018244957080028226
360998.874547564,4065792.6544626914,-0.016249734260291488
360999.25818490784,4065792.626034309,-0.07396703871565846
360999.5886017266,4065792.6206646794,-0.016249648260597063
360999.9281290176,4065792.6262439317,0.016430932985502127
361000.2496156506,4065792.621019451,-0.01624957424461357
361000.5803930429,4065792.637837846,0.05080130817671337
361000.955641068,4065792.642836642,0.01332052445238992
361001.2594476176,4065792.648996438,0.02027261114296644
361001.57218435116,4065792.655011124,0.01923005522987852
361001.87599089893,4065792.6611709436,0.0202726894017714
361002.188907915,4065792.678279644,0.05462049664788395
361002.5284351974,4065792.683858998,0.016431233679495706
361002.8949333155,4065792.7000969937,0.04427685217396672
361003.1991004287,4065792.7284448454,0.09292983977885597
361003.5296975219,4065792.73416936,0.01731395241468844
361003.8960153504,4065792.739313404,0.014041648552097585
361004.3073446637,4065792.7659198516,0.06459406656401241
361004.7542144273,4065792.780851846,0.0334022170302365
361005.07606161316,4065792.797815532,0.05265854122671056
361005.4245190683,4065792.803249881,0.015594181114262681
361005.7819067044,4065792.8085391265,0.014798663248128275
361006.1482245254,4065792.813683269,0.014041917011324484
361006.52347252716,4065792.8186823092,0.013321175419482122
361006.8899706241,4065792.834920474,0.04427731503639069
361007.2025270583,4065792.8298413726,-0.016248759403337962
361007.5331241378,4065792.8355660425,0.017314423444367285
361007.83675038675,4065792.8306320813,-0.016248683997647718
361008.2119983847,4065792.835631195,0.013321371590010135
361008.5249153726,4065792.8527401267,0.05462123895215141
361008.909093551,4065792.8575941557,0.01263416571964733
361009.21271979774,4065792.852660244,-0.016248521590305712
361009.5613575153,4065792.8691887534,0.04737336854327222
361009.92785559845,4065792.885427049,0.04427767303137039
361010.3300744145,4065792.9010849064,0.03890905783172051
361010.7501535956,4065792.916452553,0.036566431764052006
361011.1970233248,4065792.9313848848,0.03340297320354358
361011.6794335112,4065792.9346427973,0.006753304857753354
361012.1798843362,4065792.948704504,0.02809068758596956
361012.7065848933,4065792.9290489326,-0.037300994254987965
361013.2602562731,4065792.9200520515,-0.016248066395663
361013.7958870145,4065792.900251435,-0.03695009034673453
361014.27775638597,4065792.870227518,-0.062226728505657206
361014.6799751842,4065792.8858855795,0.03890956587199641
361015.0014617925,4065792.880661654,-0.01624784938333413
361015.34973894956,4065792.875002415,-0.016247809484319097
361015.71605674195,4065792.880146966,0.014043032724777577
361016.028613165,4065792.8750681872,-0.01624772778970297
361016.41261105554,4065792.8688285607,-0.016247686876098042
361016.8593004958,4065792.872667195,0.008593307304553547
361017.18096736725,4065792.878537344,0.01824713083044161
361017.52031433897,4065792.8730233004,-0.016247553771781033
361017.8600218413,4065792.8896972546,0.04904390776469565
361018.2082989946,4065792.8840381317,-0.016247476825141393
361018.56568659644,4065792.889327911,0.014800158831483785
361018.90503356606,4065792.8838139228,-0.016247391991972965
361019.2354503526,4065792.8784450516,-0.01624735467549668
361019.5480067707,4065792.873366402,-0.016247315468126407
361019.86949337285,4065792.86814266,-0.016247279151525733
361020.17311960785,4065792.863209136,-0.016247245012727892
361020.47692610597,4065792.869369616,0.020274865269072555
361020.8432438855,4065792.874514385,0.014043629290689155
361021.2093814028,4065792.86856518,-0.016247124355991283
361021.5844491027,4065792.862470888,-0.01624708170503922
361021.9061159631,4065792.8683412145,0.01824768282569314
361022.22760256287,4065792.8631175607,-0.016247004136877238
361022.5397984609,4065792.835851037,-0.08711680952219886
361022.9504066354,4065792.81808241,-0.04324694248849198
361023.3251138198,4065792.7898002095,-0.07533529391860744
361023.6376702369,4065792.7847217093,-0.01624683740787405
361023.950226655,4065792.7796432204,-0.01624680160652759
361024.3163641724,4065792.773694148,-0.0162467619801687
361024.71840268,4065792.7782586887,0.011353004075746465
361025.1381212972,4065792.771439059,-0.016246669228337344
361025.5849909745,4065792.7863721405,0.03340465290921593
361025.89772764425,4065792.792387714,0.019232896117722092
361026.2372548638,4065792.7979680086,0.016434005030316327
361026.6032121235,4065792.7809250415,-0.046537297359508026
361026.9875705115,4065792.7968738745,0.0414709013533612
361027.389969517,4065792.823626524,0.06638519934460214
361027.7832580827,4065792.8394302954,0.040162046180020616
361028.1763663953,4065792.844140094,0.011980344585151756
361028.5607247744,4065792.8600889966,0.041471083736403555
361028.94490290014,4065792.8649439244,0.012636506424347063
361029.3203310914,4065792.881037955,0.04284223547068257
361029.7043289641,4065792.8747989256,-0.016246133401712833
361030.0615362878,4065792.8689951925,-0.016246090535669173
361030.43642372714,4065792.851807297,-0.045816064580200544
361030.7938112995,4065792.857097586,0.014801585178129135
361031.1508383743,4065792.8401999073,-0.04729355256296914
361031.498935266,4065792.8234473346,-0.04808907337718812
361031.85596234223,4065792.8065496846,-0.04729347168621389
361032.19530929974,4065792.8010362233,-0.016245839619791074
361032.53447601065,4065792.7844287846,-0.04892633762841079
361032.8736427209,4065792.7678213576,-0.04892630347880252
361033.20369900507,4065792.7402650444,-0.08329655743435253
361033.54322620865,4065792.7458456275,0.01643485590200309
361033.87328249344,4065792.7182893394,-0.08329648161476602
361034.19458884135,4065792.701972144,-0.0507403281887047
361034.5158951899,4065792.685654961,-0.050740290503542736
361034.8197016609,4065792.6918159495,0.02027654016067619
361035.13207782607,4065792.6756438776,-0.051724966575457054
361035.44445399323,4065792.659471817,-0.05172493056700835
361035.74808021943,4065792.6545388466,-0.01624542243509742
361036.1854789503,4065792.636335593,-0.04159306780805101
361036.6321683482,4065792.64017526,0.00859562015343011
361037.060636897,4065792.622117138,-0.042120808108224043
361037.48946592666,4065792.626247021,0.009630307052657225
361037.91793447605,4065792.6081889425,-0.04212070607264455
361038.355513449,4065792.6010797913,-0.01624512664466661
361038.7575519272,4065792.605644991,0.011354643620649254
361039.1862007152,4065792.5986809675,-0.016245026862395765
361039.6153902145,4065792.6249989416,0.06124348737103484
361040.00831826776,4065792.6186152915,-0.016244929315156857
361040.4192869232,4065792.6230354863,0.010755137363377814
361040.81221497664,4065792.6166518745,-0.016244832154911668
361041.17835247994,4065792.6107035233,-0.016244793074616088
361041.5446702178,4065792.615849181,0.014046055849960068
361041.9288483205,4065792.6207046914,0.01263802327416854
361042.33981697063,4065792.6251249793,0.01075536409222732
361042.7593553369,4065792.6072122226,-0.04267043285278928
361043.17014375277,4065792.6005385583,-0.016244560517742847
361043.5809321684,4065792.5938649136,-0.016244512929176065
361044.000470536,4065792.575952219,-0.04267028536374836
361044.4291193178,4065792.5689884583,-0.01624441347433667
361044.86633782217,4065792.539691658,-0.06690721056947702
361045.31284696946,4065792.5324377865,-0.01624431157299535
361045.75024570595,4065792.514235023,-0.04159194923860969
361046.16960384836,4065792.4852284426,-0.06905899888506292
361046.589502676,4065792.4895038586,0.010181662826883538
361047.0094015035,4065792.493779295,0.010181711619965478
361047.4201899189,4065792.4871058343,-0.016244065292661054
361047.8491991532,4065792.5023302287,0.035472449179942425
361048.26034801896,4065792.517844791,0.0377167644041382
361048.7070373888,4065792.5216850885,0.008597032095333607
361049.15408720693,4065792.5477133915,0.05815672201447604
361049.6007765726,4065792.551553734,0.008597133288328004
361049.9045830118,4065792.5577152604,0.020278311887151294
361050.34234219266,4065792.561700714,0.009103962779507122
361050.7890315531,4065792.56554112,0.008597275154903434
361051.09283799026,4065792.5717026866,0.020278445318083253
361051.4055746074,4065792.5777191916,0.019235876228756797
361051.71849144634,4065792.594829701,0.054626291660780535
361052.0408791291,4065792.6450771256,0.1546162576867615
361052.3720167688,4065792.6840855014,0.11726067267179699
361052.7035148467,4065792.7452818737,0.18255030584141332
361053.03537335765,4065792.8286662395,0.2461687180115216
361053.3765224834,4065792.9340935335,0.29972576883094365
361053.70910185657,4065793.0618538912,0.36676833595703434
361054.05972180085,4065793.2004181184,0.3763596981039312
361054.40195220616,4065793.3724094005,0.46569344033971954
361054.708642088,4065793.5560749564,0.5395838511199887
361055.02408192144,4065793.7285014656,0.5002464201961137
361055.32184159476,4065793.912312112,0.5530518192137207
361055.61211280833,4065794.1850197646,0.7542107298200257
361055.8573726667,4065794.4362647757,0.7974521496118324
361056.093341899,4065794.665466876,0.7708515772039976
361056.26734050486,4065794.9289664174,0.987188323012534
361056.4688505015,4065795.2364067324,0.9906033585551083
361056.6526803404,4065795.555231172,1.0477706357260481
361056.80114988063,4065795.896823861,1.160789682709972
361056.92318930395,4065796.261039731,1.2474796088984879
361057.0184381818,4065796.6256907964,1.315299395998852
361057.08725694846,4065797.012965041,1.3949317634116898
361057.1646454575,4065797.3779062387,1.3618343769657923
361057.20631325315,4065797.7434276985,1.4572908176989536
361057.2213707296,4065798.120478343,1.5308826446420363
361057.2451781682,4065798.4862899324,1.5058068298969058
361057.2689856057,4065798.8521015206,1.5058068325839802
361057.28368265106,4065799.206964183,1.5294038324566703
361057.3071296575,4065799.55058779,1.5026673686653267
361057.3100130925,4065799.894356462,1.5624088045716786
361057.33616331784,4065800.238125133,1.4948732939488754
361057.3774706705,4065800.581458609,1.4510592225422234
361057.3828771102,4065800.9142783554,1.5545534076226737
361057.38846376503,4065801.2581920917,1.5545534062330102
361057.39405042026,4065801.602105829,1.5545534050925458
361057.3994568611,4065801.9349255743,1.5545534042551497
361057.396113344,4065802.278984377,1.5805138861343944
361057.4104499589,4065802.611659059,1.5277279770949612
361057.40728665795,4065802.9668118525,1.5797029645285143
361057.4216232729,4065803.2994865347,1.5277279769805272
361057.424506709,4065803.643400272,1.5624123391037283
361057.44172675867,4065803.987168947,1.5207461921803607
361057.44767384627,4065804.353270667,1.554553396898405
361057.45290007524,4065804.674996423,1.5545533955190085
361057.46471368126,4065805.018910162,1.5364593362906611
361057.4611899563,4065805.340490853,1.5817534024269402
361057.46947983827,4065805.6956436485,1.5474588308380741
361057.48363623675,4065806.0172243402,1.5268034347441721
361057.4979728509,4065806.349899022,1.5277279791906937
361057.5031990814,4065806.671624778,1.5545533908162457
361057.5177159089,4065807.0153934537,1.5285929246203476
361057.52934929973,4065807.3480681367,1.535841300289195
361057.5462089196,4065807.6696488285,1.5184169433081518
361057.5696559133,4065808.013272439,1.5026674063269316
361057.57506235875,4065808.3460921873,1.5545533904037774
361057.5868759619,4065808.6897158,1.5364303761592066
361057.61338660616,4065809.0556724584,1.4984806181240462
361057.61627004377,4065809.4217741825,1.5629204338288458
361057.6311472998,4065809.77663685,1.5288968813072954
361057.6397976134,4065810.131644583,1.5464345976579905
361057.64556448965,4065810.4866523156,1.554553387361321
361057.6511511515,4065810.830566057,1.554553386000952
361057.6478076499,4065811.174624863,1.5805138410448658
361057.6530338831,4065811.4963506227,1.554553382684018
361057.6557371072,4065811.818076381,1.5623942624484948
361057.6636665653,4065812.150896131,1.546975750424044
361057.65996263834,4065812.472766955,1.582303314148443
361057.6653690883,4065812.8055867064,1.5545533770996667
361057.6618453767,4065813.1385515216,1.5813787663834595
361057.6649090323,4065813.504653248,1.5624282043796132
361057.68284994556,4065813.881703901,1.5232499516283529
361057.68933768745,4065814.281087603,1.554553372236898
361057.68671505456,4065814.6695223767,1.577548021590421
361057.6930225829,4065815.057812088,1.5545533683908015
361057.69076038385,4065815.468434849,1.576305461687294
361057.6617077106,4065815.8794928025,1.6413567948833747
361057.6144342964,4065816.2686529043,1.6916795429088174
361057.54948078666,4065816.6691971286,1.731560021652626
361057.4573763837,4065817.0479885647,1.8093207667498892
361057.33830130356,4065817.4161212086,1.8836320016932577
361057.2101158629,4065817.7733049286,1.9153584332547524
361057.06388990575,4065818.119684788,1.970254688498832
361056.899263001,4065818.43307281,2.054488923491153
361056.71677579806,4065818.7467509652,2.097700371172484
361056.5158876484,4065819.027437284,2.1919839140597768
361056.3239296677,4065819.30797854,2.1708676633314874
361056.1050010198,4065819.57786101,2.2523292984229277
361055.86803185835,4065819.836939628,2.3116527469086563
361055.62213255954,4065820.096163322,2.3298220885858054
361055.3580125301,4065820.333489171,2.4095775660089305
361055.0847821437,4065820.5598661085,2.449701554196017
361054.8024413999,4065820.775294131,2.489818772247845
361054.5018799249,4065820.9688243154,2.569520791670906
361054.19256852975,4065821.1735935714,2.5568162894883897
361053.87378633587,4065821.345225933,2.6476989232137536
361053.56375408545,4065821.505619245,2.6641663456907465
361053.2530009627,4065821.621636602,2.7842758991307806
361052.95135821996,4065821.748602891,2.7431861797614503
361052.6404248914,4065821.8535262775,2.8161447615277915
361052.3382414991,4065821.9472106146,2.840964384160269
361052.035697666,4065822.0187069783,2.9095326318501438
361051.73279339226,4065822.0680153677,2.980222716738373
361051.2959368436,4065822.1194998454,3.0242816356239044
361050.99249190395,4065822.135526286,3.0888266923457923
361050.68922718824,4065822.1626467286,3.052401632324364
361050.38578225026,4065822.1786731915,3.088826618597745
361050.06447700906,4065822.194989812,3.090853934742456
361049.7340613913,4065822.2003575247,3.1253487469135806
361049.39489584713,4065822.2169643166,3.0926680504078967
361049.03768977296,4065822.222767278,3.1253486657660114
361048.66280362324,4065822.239954393,3.095778509078637
361048.27898732177,4065822.257286604,3.0964657422326605
361047.8769502606,4065822.2527209953,-3.130236953135916
361047.50206411094,4065822.2699081656,3.0957783615668464
361047.13574765617,4065822.2647622884,-3.127545949931317
361046.7874717339,4065822.2704202677,3.125348402269207
361046.4570561141,4065822.2757881074,3.125348362370918
361046.1357508774,4065822.2921048766,3.090853472904741
361045.68924328394,4065822.2993587507,3.1253482802831725
361045.2875666823,4065822.3169812495,3.0977484135585924
361044.9126805356,4065822.3341685315,3.095778063723228
361044.5911950687,4065822.3393913647,3.125348143738859
361044.19826838723,4065822.345774844,3.125348102388701
361043.86803300085,4065822.3622367764,3.0917847954778197
361043.51957684476,4065822.3568008966,-3.125994022816331
361043.1889809902,4065822.3510748693,-3.124274061308401
361042.84963521943,4065822.3565879283,3.1253479424621053
361042.4475981484,4065822.3520225785,-3.1302375973202676
361042.03645068896,4065822.336508335,-3.103876535021464
